OBJECTID;planid;name;datum;scanurl;kategorie;katart;klassifins;Bezeichnun;URL2;X_ETRS89;Y_ETRS89;kurzbe
272;DE_05911000_A299;Am Ruhrort 26;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_26.jpg;370439;5699514;Wohnhaus / Geschäftshaus
273;DE_05911000_A299;Am Ruhrort 26 a;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_26a.jpg;370444;5699498;Wohnhaus / Geschäftshaus
274;DE_05911000_A456;Am Ruhrort 23;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_23.jpg;370403;5699579;Wohnhaus / Geschäftshaus
275;DE_05911000_A456;Am Ruhrort 23 a;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_23a.jpg;370395;5699591;Wohnhaus / Geschäftshaus
276;DE_05911000_A456;Am Ruhrort 25;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_25.jpg;370416;5699590;Wohnhaus / Geschäftshaus
277;DE_05911000_A456;Am Ruhrort 27;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_27.jpg;370387;5699603;Wohnhaus / Geschäftshaus
278;DE_05911000_A456;Am Ruhrort 27 a;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_27a.jpg;370377;5699615;Wohnhaus / Geschäftshaus
279;DE_05911000_A299;Am Ruhrort 29;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_29.jpg;370401;5699613;Wohnhaus / Geschäftshaus
280;DE_05911000_A456;Am Ruhrort 29 a;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_29a.jpg;370391;5699625;Wohnhaus / Geschäftshaus
281;DE_05911000_A299;Am Ruhrort 28;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_28.jpg;370435;5699466;Wohnhaus / Geschäftshaus
282;DE_05911000_A299;Am Ruhrort 30;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_30.jpg;370442;5699466;Wohnhaus / Geschäftshaus
283;DE_05911000_A299;Am Ruhrort 32;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_32.jpg;370448;5699466;Wohnhaus / Geschäftshaus
284;DE_05911000_A299;Am Ruhrort 34;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_34.jpg;370455;5699466;Wohnhaus / Geschäftshaus
285;DE_05911000_A299;Am Ruhrort 36;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_36.jpg;370463;5699465;Wohnhaus / Geschäftshaus
286;DE_05911000_A456;Am Ruhrort 31;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_31.jpg;370369;5699625;Wohnhaus / Geschäftshaus
287;DE_05911000_A299;Am Ruhrort 31 a;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_31a.jpg;370361;5699636;Wohnhaus / Geschäftshaus
288;DE_05911000_A456;Am Ruhrort 33;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_33.jpg;370384;5699637;Wohnhaus / Geschäftshaus
289;DE_05911000_A456;Am Ruhrort 33 a;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_33a.jpg;370375;5699647;Wohnhaus / Geschäftshaus
290;DE_05911000_A299;Am Ruhrort 35;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_35.jpg;370430;5699616;Wohnhaus / Geschäftshaus
291;DE_05911000_A456;Am Ruhrort 35 a;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_35a.jpg;370438;5699606;Wohnhaus / Geschäftshaus
292;DE_05911000_A456;Am Ruhrort 37;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_37.jpg;370443;5699624;Wohnhaus / Geschäftshaus
293;DE_05911000_A456;Am Ruhrort 37 a;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_37a.jpg;370452;5699613;Wohnhaus / Geschäftshaus
294;DE_05911000_A299;Am Ruhrort 39;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_39.jpg;370446;5699592;Wohnhaus / Geschäftshaus
295;DE_05911000_A456;Am Ruhrort 41;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_41.jpg;370461;5699601;Wohnhaus / Geschäftshaus
296;DE_05911000_A299;Am Ruhrort 41 a;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_41a.jpg;370469;5699591;Wohnhaus / Geschäftshaus
297;DE_05911000_A299;Am Ruhrort 38;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_38.jpg;370486;5699503;Wohnhaus / Geschäftshaus
298;DE_05911000_A299;Am Ruhrort 38 a;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_38a.jpg;370497;5699509;Wohnhaus / Geschäftshaus
299;DE_05911000_A299;Am Ruhrort 52;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_52.jpg;370512;5699522;Wohnhaus / Geschäftshaus
300;DE_05911000_A456;Am Ruhrort 50 a;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_50a.jpg;370523;5699508;Wohnhaus / Geschäftshaus
301;DE_05911000_A456;Am Ruhrort 50;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_50.jpg;370516;5699503;Wohnhaus / Geschäftshaus
302;DE_05911000_A456;Am Ruhrort 40 a;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_40a.jpg;370508;5699495;Wohnhaus / Geschäftshaus
303;DE_05911000_A456;Am Ruhrort 40;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_40.jpg;370496;5699489;Wohnhaus / Geschäftshaus
304;DE_05911000_A299;Am Ruhrort 42;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_42.jpg;370505;5699477;Wohnhaus / Geschäftshaus
305;DE_05911000_A299;Am Ruhrort 42 a;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_42a.jpg;370516;5699486;Wohnhaus / Geschäftshaus
306;DE_05911000_A456;Am Ruhrort 44;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_44.jpg;370517;5699470;Wohnhaus / Geschäftshaus
307;DE_05911000_A299;Am Ruhrort 46;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_46.jpg;370523;5699461;Wohnhaus / Geschäftshaus
308;DE_05911000_A299;Am Ruhrort 48;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_48.jpg;370529;5699452;Wohnhaus / Geschäftshaus
309;DE_05911000_A299;Am Ruhrort 43;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_43.jpg;370476;5699607;Wohnhaus / Geschäftshaus
310;DE_05911000_A299;Am Ruhrort 43 a;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_43a.jpg;370485;5699613;Wohnhaus / Geschäftshaus
311;DE_05911000_A299;Am Ruhrort 45;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_45.jpg;370494;5699618;Wohnhaus / Geschäftshaus
312;DE_05911000_A299;Am Ruhrort 45 a;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_45a.jpg;370504;5699623;Wohnhaus / Geschäftshaus
313;DE_05911000_A299;Am Ruhrort 51;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_51.jpg;370518;5699628;Wohnhaus / Geschäftshaus
314;DE_05911000_A299;Am Ruhrort 53;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_53.jpg;370529;5699636;Wohnhaus / Geschäftshaus
315;DE_05911000_A299;Am Ruhrort 53 a;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_53a.jpg;370524;5699645;Wohnhaus / Geschäftshaus
316;DE_05911000_A299;Am Ruhrort 49;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_49.jpg;370498;5699646;Wohnhaus / Geschäftshaus
317;DE_05911000_A299;Am Ruhrort 49 a;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_49a.jpg;370513;5699657;Wohnhaus / Geschäftshaus
318;DE_05911000_A299;Am Ruhrort 47 a;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_47a.jpg;370505;5699669;Wohnhaus / Geschäftshaus
319;DE_05911000_A299;Am Ruhrort 47;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_47.jpg;370490;5699654;Wohnhaus / Geschäftshaus
320;DE_05911000_A456;Am Ruhrort 56;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_56.jpg;370470;5699537;Wohnhaus / Geschäftshaus
321;DE_05911000_A299;Am Ruhrort 58;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_58.jpg;370478;5699541;Wohnhaus / Geschäftshaus
322;DE_05911000_A299;Am Ruhrort 60;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_60.jpg;370486;5699546;Wohnhaus / Geschäftshaus
323;DE_05911000_A456;Am Ruhrort 62;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_62.jpg;370494;5699551;Wohnhaus / Geschäftshaus
324;DE_05911000_A456;Am Ruhrort 64;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A456.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A456_64.jpg;370499;5699557;Wohnhaus / Geschäftshaus
325;DE_05911000_A299;Am Ruhrort 66;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_66.jpg;370506;5699561;Wohnhaus / Geschäftshaus
326;DE_05911000_A299;Am Ruhrort 68;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_68.jpg;370514;5699567;Wohnhaus / Geschäftshaus
327;DE_05911000_A299;Am Ruhrort 70;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_70.jpg;370521;5699572;Wohnhaus / Geschäftshaus
328;DE_05911000_A299;Am Ruhrort 72;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_72.jpg;370528;5699578;Wohnhaus / Geschäftshaus
329;DE_05911000_A299;Am Ruhrort 74;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_74.jpg;370536;5699583;Wohnhaus / Geschäftshaus
330;DE_05911000_A299;Am Ruhrort 76;1994-02-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A299.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A299_76.jpg;370543;5699589;Wohnhaus / Geschäftshaus
331;DE_05911000_A453;Am Schamberge 70;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/AKeinBild.jpg;374026;5699414;Wohnhaus / Geschäftshaus
332;DE_05911000_A453;Am Schamberge 72;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A453_72.jpg;374033;5699405;Wohnhaus / Geschäftshaus
333;DE_05911000_A453;Am Schamberge 73;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/AKeinBild.jpg;374071;5699436;Wohnhaus / Geschäftshaus
334;DE_05911000_A453;Am Schamberge 75;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/AKeinBild.jpg;374079;5699440;Wohnhaus / Geschäftshaus
335;DE_05911000_A453;Am Schamberge 77;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/AKeinBild.jpg;374088;5699446;Wohnhaus / Geschäftshaus
336;DE_05911000_A453;Am Schamberge 79;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/AKeinBild.jpg;374096;5699451;Wohnhaus / Geschäftshaus
337;DE_05911000_A453;Am Schamberge 81;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/AKeinBild.jpg;374106;5699456;Wohnhaus / Geschäftshaus
338;DE_05911000_A453;Am Schamberge 83;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/AKeinBild.jpg;374113;5699459;Wohnhaus / Geschäftshaus
339;DE_05911000_A453;Am Schamberge 78;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A453_78.jpg;374091;5699405;Wohnhaus / Geschäftshaus
340;DE_05911000_A453;Am Schamberge 80;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/AKeinBild.jpg;374102;5699411;Wohnhaus / Geschäftshaus
341;DE_05911000_A453;Am Schamberge 82;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A453_82.jpg;374115;5699418;Wohnhaus / Geschäftshaus
342;DE_05911000_A453;Am Schamberge 84;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/AKeinBild.jpg;374126;5699424;Wohnhaus / Geschäftshaus
343;DE_05911000_A453;Am Sonnenberg 87;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A453_87.jpg;374015;5699382;Wohnhaus / Geschäftshaus
344;DE_05911000_A453;Am Sonnenberg 89;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A453_89.jpg;374028;5699388;Wohnhaus / Geschäftshaus
345;DE_05911000_A453;Am Sonnenberg 98;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A453_98.jpg;374108;5699360;Wohnhaus / Geschäftshaus
346;DE_05911000_A453;Am Sonnenberg 96;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A453_96.jpg;374093;5699356;Wohnhaus / Geschäftshaus
347;DE_05911000_A453;Am Sonnenberg 94;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A453_94.jpg;374079;5699352;Wohnhaus / Geschäftshaus
348;DE_05911000_A453;Am Sonnenberg 92;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A453_92.jpg;374067;5699347;Wohnhaus / Geschäftshaus
349;DE_05911000_A453;Am Sonnenberg 90;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A453_90.jpg;374055;5699344;Wohnhaus / Geschäftshaus
350;DE_05911000_A453;Am Sonnenberg 93;1998-03-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A453.pdf;DSchG NRW;1000;3000;Wohnhaus / Geschäftshaus;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A453_93.jpg;374098;5699398;Wohnhaus / Geschäftshaus
